Temps (s),Tension mesurée (V),Intensité mesurée (A),Position Angulaire (rad),Vitesse rotation (rad/s),Distance mesurée (cm),Bits envoyés,Moteur allumé
0.0,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,0,0
0.1110835075378418,5.91994303617203e-08,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
0.2115609645843506,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
0.3120431900024414,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
0.4121720790863037,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
0.51230788230896,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
0.6276774406433105,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
0.7285676002502441,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
0.8368837833404541,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
0.9373562335968018,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
1.039531230926514,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
1.14525294303894,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
1.245863914489746,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
1.346479177474976,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
1.453387260437012,0.0,0.0,-0.3141592653589793,0.0,-0.01570796326794897,255,0
1.560580253601074,0.01180192882228572,3.636946039999996,0.0,0.0,0.0,255,1
1.660885810852051,0.01761653520126582,1.588392259999998,0.6283185307179586,0.009819238272863696,0.03141592653589793,255,1
1.761873722076416,0.01764392614545454,1.227191419999999,1.256637061435917,0.0,0.06283185307179587,255,1
1.86247444152832,0.01762762360387097,1.115028459999998,0.6283185307179586,0.0,0.03141592653589793,255,1
1.977471113204956,0.01761503036368418,1.349904920000003,1.256637061435917,0.0,0.06283185307179587,255,1
2.077472686767578,0.01761657674012347,1.083376840000002,1.256637061435917,0.0,0.06283185307179587,255,1
2.178405046463013,0.01765491417106919,1.111079060000002,1.884955592153876,0.0,0.0942477796076938,255,1
2.282043933868408,0.01763960437514794,1.181660480000002,2.513274122871834,0.0,0.1256637061435917,255,1
2.394002914428711,0.01760953733621624,1.1625341,3.141592653589793,0.0,0.1570796326794897,255,1
2.49402642250061,0.01762882022207793,1.112376720000001,3.769911184307752,0.0,0.1884955592153876,255,1
2.594761848449707,0.01763055448616348,1.038015160000001,4.39822971502571,0.0,0.2199114857512855,255,1
2.698578357696533,0.01763360126815288,0.9669823800000015,5.026548245743669,0.0,0.2513274122871835,255,1
2.803578615188599,0.01763431695555554,1.156666420000002,5.026548245743669,0.0,0.2513274122871835,255,1
2.910116910934448,0.01761801057455619,1.166709180000003,5.654866776461628,0.0,0.2827433388230814,255,1
3.010461091995239,0.01762959887792208,1.032486000000001,5.654866776461628,0.0,0.2827433388230814,255,1
3.111445665359497,0.01761924162670807,1.184481480000001,6.283185307179586,0.0,0.3141592653589793,255,1
3.212039709091187,0.01765784700063293,1.114746359999998,6.911503837897544,0.0,0.3455751918948772,255,1
3.314074277877808,0.01759560602325582,1.454338340000004,7.539822368615503,0.0,0.3769911184307752,255,1
3.427008152008057,0.01761778305760867,1.245076559999998,8.482300164692441,0.009305559969348788,0.4241150082346221,255,1
3.527031421661377,0.01765556452949644,1.052007320000001,8.79645943005142,0.0,0.439822971502571,255,1
3.627603530883789,0.0176232139,1.031244760000002,9.738937226128359,0.009250595347128847,0.4869468613064179,255,1
3.743170499801636,0.01760192499782603,1.324685179999997,10.36725575684632,0.009219222939364186,0.5183627878423159,255,1
3.844175815582275,0.01759614493164555,1.106001260000001,10.99557428756428,0.0,0.5497787143782138,255,1
3.959830760955811,0.01764121120518133,1.349904920000004,11.62389281828223,0.0,0.5811946409141118,255,1
4.061060190200806,0.01762812173164561,1.07051308,11.62389281828223,0.0,0.5811946409141118,255,1
4.161080837249756,0.01764770279933332,0.8092884800000014,11.62389281828223,0.0,0.5811946409141118,255,1
4.262047529220581,0.01538821433229815,0.7504424200000003,12.25221134900019,0.0,0.6126105674500096,255,0
4.376742601394653,0.00972194095414364,0.04090450000000001,12.56637061435917,0.0,0.6283185307179586,255,0
4.477287769317627,0.003924183958385096,1.956871280000001,12.88052987971815,0.0,0.6440264939859075,255,0
4.578696489334106,0.0003538523618181816,0.4865660800000003,12.88052987971815,0.0,0.6440264939859075,255,0
4.679775476455688,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
4.789279937744141,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
4.892761468887329,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
4.993293046951294,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
5.093839645385742,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
5.209864139556885,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
5.31039571762085,1.989089408284025e-05,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
5.411114454269409,0.0,0.0,12.88052987971815,0.0,0.6440264939859075,255,0
