Mon Dec  7 12:14:23 2020    output.dat

         1226512 function calls (1205812 primitive calls) in 2.919 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.076    0.003 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:967(set_clip_path)
      108    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:475(set_joinstyle)
      192    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\cycler.py:225(__iter__)
      678    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       23    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\tkinter\__init__.py:2521(_setup)
       24    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:800(_update_transScale)
       12    0.000    0.000    0.004    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:1868(_update_line_limits)
      840    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:342(<genexpr>)
      240    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\artist.py:594(get_snap)
       12    0.000    0.000    0.009    0.001 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\legend_handler.py:229(create_artists)
       72    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\figure.py:70(as_list)
      336    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:98(<listcomp>)
      120    0.000    0.000    0.036    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:258(get_offset)
       24    0.000    0.000    0.009    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:2054(_update_offset_text_position)
      144    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
      652    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:269(get_marker)
      855    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\cbook\__init__.py:1760(<listcomp>)
      262    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:739(get_color)
      648    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\cbook\__init__.py:1598(<lambda>)
      782    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:995(get_sketch_params)
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\legend.py:1169(_get_legend_handles)
      782    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:972(get_hatch)
      908    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\path.py:230(simplify_threshold)
      696    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:151(<genexpr>)
       37    0.000    0.000    0.013    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\tkinter\__init__.py:2763(_create)
       12    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:31(_process_plot_format)
      173    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\enum.py:557(__new__)
       96    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2266(blended_transform_factory)
       72    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\ticker.py:1712(nonsingular)
       24    0.000    0.000    0.084    0.003 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:2727(grid)
      782    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:839(get_snap)
       24    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backends\backend_agg.py:398(get_renderer)
       23    0.000    0.000    0.006    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\tkinter\__init__.py:2555(__init__)
      782    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:991(get_hatch_linewidth)
      344    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      532    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:313(_set_nothing)
       60    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2408(__init__)
      855    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      219    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\shape_base.py:220(_vhstack_dispatcher)
      168    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:400(height)
       48    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:2542(get_path)
      782    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:983(get_hatch_color)
      656    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:285(get_loc)
       72    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:1504(update_units)
       84    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:175(__init__)
      782    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:760(restore)
      792    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:148(<genexpr>)
      520    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:957(set_snap)
       12    0.000    0.000    0.265    0.022 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\figure.py:1259(add_subplot)
      240    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\_methods.py:36(_sum)
      192    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:777(get_fontsize)
       12    0.000    0.000    0.031    0.003 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:553(_init_axis)
       12    0.000    0.000    0.003    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\gridspec.py:586(get_position)
       12    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:817(update_from_path)
   144/96    0.000    0.000    0.053    0.001 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:460(<listcomp>)
       72    0.000    0.000    0.004    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:223(_get_xy_display)
       48    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:641(count_overlaps)
       12    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:2232(_get_label)
      648    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\lib\stride_tricks.py:202(_broadcast_arrays_dispatcher)
      3/1    0.000    0.000    2.919    2.919 {built-in method builtins.exec}
       48    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\path.py:553(intersects_bbox)
       96    0.000    0.000    0.003    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:1520(transform_path_affine)
       12    0.000    0.000    0.264    0.022 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_subplots.py:18(__init__)
      120    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:2048(_process_single_axis)
       48    0.000    0.000    0.003    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:1436(apply_aspect)
       96    0.000    0.000    0.004    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:1509(transform_path)
       27    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\shape_base.py:83(atleast_2d)
      120    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:730(get_extent)
      336    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
      192    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:330(set_edgecolor)
      504    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:541(<genexpr>)
      520    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\artist.py:633(get_sketch_params)
      348    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:832(get_position)
      123    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\fromnumeric.py:2324(all)
      192    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\fromnumeric.py:1804(nonzero)
      192    0.000    0.000    0.005    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:348(set_facecolor)
      192    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\cycler.py:138(keys)
       12    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:612(_set_lim_and_transforms)
      454    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:949(set_url)
      855    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\cbook\__init__.py:1765(<listcomp>)
      144    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\figure.py:235(_update_this)
       24    0.000    0.000    0.004    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:704(__init__)
       96    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:1442(get_minor_ticks)
       60    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:2045(_process_unit_info)
    84/12    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:187(set_figure)
       96    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\ticker.py:1850(__call__)
      192    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       12    0.000    0.000    0.014    0.001 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_axes.py:1413(plot)
      123    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(all)
      644    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
      108    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2377(transform_path_non_affine)
       48    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:903(_set_artist_props)
       84    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:199(axes)
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:2602(<listcomp>)
       72    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:1828(_get_ticks_position)
       24    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:234(update_from)
      262    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:909(intervalx)
       48    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:1932(__call__)
      216    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\_methods.py:47(_all)
       24    0.000    0.000    0.052    0.002 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:331(get_window_extent)
       12    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:1945(_get_label)
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\figure.py:199(update)
      360    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:649(locator)
       36    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\legend.py:558(_set_artist_props)
       12    0.000    0.000    0.023    0.002 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_axes.py:300(legend)
      696    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:152(<genexpr>)
       12    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:2252(_get_offset_text)
       72    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2451(get_matrix)
        2    0.000    0.000    0.624    0.312 C:\Users\cleme\Desktop\Documents\1. DOCUMENTS CLEMENT\TRAVAIL\Post BAC\projets personnels info\github\pilot_energy_storage\Pilot_Software\tkinter_window.py:15(__init__)
       60    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:274(frozen)
      180    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:303(get_children)
       12    0.000    0.000    0.004    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:251(_makeline)
       24    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:2345(_update_offset_text_position)
      380    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:153(<dictcomp>)
      192    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\ticker.py:536(set_useOffset)
      262    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backends\backend_agg.py:239(get_canvas_width_height)
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:1818(__new__)
       72    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
       12    0.000    0.000    0.007    0.001 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:1842(add_line)
      524    0.000    0.000    0.000    0.000 {built-in method math.radians}
       84    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:240(set_offset)
      101    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
      280    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\lines.py:602(get_markevery)
       24    0.000    0.000    0.006    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:153(__call__)
      162    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2249(get_matrix)
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\ma\core.py:677(getdata)
       36    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:808(_set_plus)
       24    0.000    0.000    0.008    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:632(__init__)
       12    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:563(set_figure)
      132    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2622(get_matrix)
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\_internal.py:251(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:2382(<listcomp>)
       24    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:1669(set)
      504    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:542(<genexpr>)
        2    0.000    0.000    0.043    0.022 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\tkinter\__init__.py:2299(destroy)
       12    0.000    0.000    0.010    0.001 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\legend_handler.py:89(legend_artist)
      271    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\pyfirmata\__init__.py:16(__init__)
       12    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:1116(_set_title_offset_trans)
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\cbook\__init__.py:157(_remove_proxy)
       36    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:375(set_alpha)
       72    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:2147(get_ticks_position)
       48    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
      280    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:310(get_snap_threshold)
       83    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:347(<listcomp>)
      372    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\fromnumeric.py:2401(_cumsum_dispatcher)
      262    0.000    0.000    0.000    0.000 {built-in method math.cos}
      240    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:894(set_dashes)
       48    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\ticker.py:648(get_offset)
       48    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:834(limit_range_for_scale)
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:914(intervaly)
      384    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\fromnumeric.py:3033(_ndim_dispatcher)
      187    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\tkinter\__init__.py:1528(_root)
        1    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\pynput\mouse\_win32.py:71(_position_set)
       12    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\figure.py:1423(_add_axes_internal)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
       12    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:224(_getdefaults)
       96    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\legend.py:1107(<genexpr>)
       48    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:356(__init__)
       84    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\artist.py:841(set_clip_on)
       12    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:1963(_get_offset_text)
       48    0.000    0.000    0.011    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\spines.py:226(register_axis)
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:2612(set_bounds)
       12    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\figure.py:111(add)
      192    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:547(<listcomp>)
      288    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:154(<listcomp>)
      156    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backends\_backend_tk.py:233(filter_destroy)
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:142(set_prop_cycle)
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\legend.py:701(get_legend_handler)
       12    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\figure.py:1651(clf)
        1    0.000    0.000    0.021    0.021 C:\Users\cleme\Desktop\Documents\1. DOCUMENTS CLEMENT\TRAVAIL\Post BAC\projets personnels info\github\pilot_energy_storage\Pilot_Software\tkinter_window.py:175(mouse_click)
      360    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\ticker.py:299(_set_locator)
       60    0.000    0.000    0.012    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:945(<genexpr>)
      192    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\ticker.py:280(set_locs)
      312    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:2691(set_axisbelow)
       24    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\figure.py:651(get_children)
       24    0.000    0.000    0.010    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:921(draw)
       24    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:701(set_offset)
      120    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:278(__array__)
      262    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:550(get_wrap)
       13    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\logging\__init__.py:1272(getLogger)
      192    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\ticker.py:560(set_useMathText)
