Mon Dec  7 12:14:23 2020    output.dat

         1226512 function calls (1205812 primitive calls) in 2.919 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      644    0.001    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backends\backend_agg.py:55(get_hinting_flag)
      644    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
      644    0.001    0.000    0.001    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
      644    0.080    0.000    0.080    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
      644    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
      628    0.004    0.000    0.006    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\artist.py:1074(update_from)
      628    0.002    0.000    0.010    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:501(update_position)
      626    0.001    0.000    0.007    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\font_manager.py:673(__eq__)
      608    0.001    0.000    0.004    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:1764(frozen)
      608    0.001    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2162(transform_non_affine)
      600    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:296(y0)
      587    0.001    0.000    0.009    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:782(from_extents)
      576    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:286(x0)
  576/408    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2319(_invalidate_internal)
      576    0.000    0.000    0.000    0.000 {built-in method math.log10}
      570    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2564(get_matrix)
      564    0.002    0.000    0.012    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\fromnumeric.py:42(_wrapit)
      560    0.001    0.000    0.006    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:361(ymax)
      560    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\lines.py:518(get_fillstyle)
      536    0.001    0.000    0.005    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:351(ymin)
      536    0.004    0.000    0.124    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:867(get_window_extent)
      536    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      532    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:313(_set_nothing)
      528    0.001    0.000    0.020    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:1972(translate)
      524    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:25(_wrap_text)
      524    0.000    0.000    0.000    0.000 {built-in method math.radians}
      524    0.002    0.000    0.002    0.000 {built-in method builtins.round}
      520    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\artist.py:633(get_sketch_params)
      520    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:867(set_antialiased)
      520    0.001    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:872(set_capstyle)
      520    0.001    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:940(set_joinstyle)
      520    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:945(set_linewidth)
      520    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:957(set_snap)
      505    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\colors.py:277(<genexpr>)
      504    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:541(<genexpr>)
      504    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:542(<genexpr>)
      492    0.001    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:376(intervalx)
      492    0.001    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:385(intervaly)
      480    0.005    0.000    0.012    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:533(anchored)
      480    0.003    0.000    0.006    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:664(padded)
      480    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\legend.py:999(get_bbox_to_anchor)
      480    0.003    0.000    0.022    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\legend.py:1041(_get_anchored_bbox)
      478    0.000    0.000    0.003    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\_methods.py:32(_amin)
      478    0.000    0.000    0.003    0.000 {method 'min' of 'numpy.ndarray' objects}
      464    0.001    0.000    0.005    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:346(xmin)
      464    0.001    0.000    0.005    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:356(xmax)
      464    0.004    0.000    0.008    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:669(translated)
      454    0.001    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:850(set_alpha)
      454    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:949(set_url)
      440    0.001    0.000    0.035    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\lines.py:1021(get_path)
      432    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:301(<listcomp>)
      432    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:299(get_visible_children)
      420    0.001    0.000    0.044    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:260(get_transform)
      416    0.001    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\artist.py:923(set_alpha)
  413/354    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\abc.py:100(__subclasscheck__)
  413/354    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
      408    0.001    0.000    0.007    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:618(update_position)
      396    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
      393    0.002    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:41(get_rotation)
      393    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:236(get_rotation)
      393    0.001    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:1193(_preprocess_math)
      384    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\fromnumeric.py:3033(_ndim_dispatcher)
      384    0.001    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\fromnumeric.py:3037(ndim)
      384    0.002    0.000    0.004    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\_methods.py:63(_clip_dep_is_scalar_nan)
      384    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\_methods.py:73(_clip_dep_is_byte_swapped)
      384    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(ndim)
      384    0.001    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\ticker.py:2015(closeto)
      384    0.003    0.000    0.010    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:526(_bind_draw_path_function)
      384    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:653(locator)
      384    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:666(formatter)
      384    0.000    0.000    0.000    0.000 {built-in method math.floor}
      382    0.002    0.000    0.101    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backends\backend_agg.py:196(get_text_width_height_descent)
      382    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
      380    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:153(<dictcomp>)
      380    0.009    0.000    0.453    0.001 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:56(__init__)
      380    0.001    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:197(_set_labelrotation)
      380    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:215(get_tick_padding)
      376    0.001    0.000    0.005    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:1532(transform_path_non_affine)
      372    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\fromnumeric.py:2401(_cumsum_dispatcher)
      372    0.000    0.000    0.005    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\fromnumeric.py:2405(cumsum)
      372    0.000    0.000    0.006    0.000 <__array_function__ internals>:2(cumsum)
      372    0.002    0.000    0.018    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\lines.py:1330(update_from)
      372    0.001    0.000    0.001    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      360    0.001    0.000    0.003    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\_ufunc_config.py:39(seterr)
      360    0.001    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\_ufunc_config.py:139(geterr)
      360    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\ticker.py:299(_set_locator)
      360    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:649(locator)
      360    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
      359    0.003    0.000    0.007    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:1924(rotate)
      359    0.002    0.000    0.009    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:1940(rotate_deg)
      348    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:832(get_position)
      347    0.001    0.000    0.006    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:773(from_bounds)
      346    0.000    0.000    0.000    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
      344    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      336    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\cycler.py:371(<genexpr>)
      336    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\image.py:129(<genexpr>)
      336    0.001    0.000    0.003    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:315(_set_edgecolor)
      336    0.001    0.000    0.009    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:341(_set_facecolor)
      336    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:98(<listcomp>)
      336    0.002    0.000    0.007    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:45(_get_packed_offsets)
      336    0.001    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:133(_get_aligned_offsets)
      336    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
      328    0.001    0.000    0.007    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2696(_revalidate)
      328    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2736(get_affine)
      328    0.000    0.000    0.005    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\lines.py:724(_get_transformed_path)
      312    0.001    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\units.py:58(_is_natively_supported)
      312    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:1562(convert_units)
      312    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      304    0.001    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:240(__bool__)
      292    0.001    0.000    0.004    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2681(__init__)
      292    0.001    0.000    0.007    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:727(_set_tickup)
      292    0.001    0.000    0.008    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:733(_set_tickdown)
      288    0.001    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\getlimits.py:365(__new__)
      288    0.004    0.000    0.005    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2779(nonsingular)
      288    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:154(<listcomp>)
      280    0.000    0.000    0.007    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2709(get_transformed_points_and_affine)
      280    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\lines.py:602(get_markevery)
      280    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\lines.py:896(get_drawstyle)
      280    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\lines.py:928(get_markeredgecolor)
      280    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\lines.py:963(get_markerfacecolor)
      280    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:263(get_joinstyle)
      280    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:266(get_capstyle)
      280    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:298(get_path)
      280    0.000    0.000    0.003    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:301(get_transform)
      280    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:304(get_alt_path)
      280    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:310(get_snap_threshold)
      280    0.011    0.000    0.013    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      275    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
      274    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
      271    0.001    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\tkinter\__init__.py:1504(_register)
      271    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\tkinter\__init__.py:1872(__init__)
      271    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      268    0.001    0.000    0.005    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\lines.py:709(_transform_path)
      268    0.001    0.000    0.009    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\font_manager.py:859(copy)
      262    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\artist.py:793(get_alpha)
      262    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:550(get_wrap)
      262    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:739(get_color)
      262    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:636(flipy)
      262    0.004    0.000    0.067    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backends\backend_agg.py:170(draw_text)
      262    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backends\backend_agg.py:239(get_canvas_width_height)
      262    0.005    0.000    0.006    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      262    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
      262    0.004    0.000    0.004    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      262    0.000    0.000    0.000    0.000 {built-in method math.cos}
      262    0.000    0.000    0.000    0.000 {built-in method math.sin}
      252    0.001    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2544(__init__)
      249    0.001    0.000    0.003    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\tkinter\__init__.py:1326(_bind)
      248    0.000    0.000    0.003    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\tkinter\__init__.py:1344(bind)
      240    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\_methods.py:36(_sum)
      240    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\artist.py:594(get_snap)
      240    0.000    0.000    0.003    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:1093(set_position)
      240    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backend_bases.py:894(set_dashes)
      240    0.001    0.000    0.014    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\backends\backend_agg.py:125(draw_path)
      240    0.011    0.000    0.013    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      240    0.000    0.000    0.002    0.000 {method 'sum' of 'numpy.ndarray' objects}
      232    0.001    0.000    0.012    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\text.py:259(update_from)
      232    0.002    0.000    0.183    0.001 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:289(draw)
      228    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\cbook\__init__.py:118(__init__)
      228    0.001    0.000    0.025    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:1960(rotate_deg_around)
      228    0.002    0.000    0.038    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:746(_update_patch_transform)
      228    0.001    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:768(_convert_units)
      228    0.000    0.000    0.039    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\patches.py:776(get_patch_transform)
      219    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\shape_base.py:220(_vhstack_dispatcher)
      216    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\cbook\__init__.py:1891(method)
      216    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\shape_base.py:21(_atleast_1d_dispatcher)
      216    0.001    0.000    0.003    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\shape_base.py:25(atleast_1d)
      216    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(atleast_1d)
      216    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\_methods.py:47(_all)
      216    0.001    0.000    0.004    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:986(__init__)
      216    0.000    0.000    0.002    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:1915(clear)
   216/96    0.000    0.000    0.054    0.001 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\offsetbox.py:326(get_extent)
      216    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:1844(<genexpr>)
      212    0.001    0.000    0.007    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:672(get_xaxis_text1_transform)
      212    0.001    0.000    0.006    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axes\_base.py:698(get_xaxis_text2_transform)
      212    0.000    0.000    0.008    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:407(_get_text1_transform)
      212    0.000    0.000    0.007    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:410(_get_text2_transform)
      212    0.001    0.000    0.003    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:413(apply_tickdir)
      212    0.001    0.000    0.049    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:427(_get_text1)
      212    0.001    0.000    0.029    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:444(_get_text2)
      212    0.002    0.000    0.056    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:459(_get_tick1line)
      212    0.002    0.000    0.051    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:470(_get_tick2line)
      212    0.002    0.000    0.064    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:485(_get_gridline)
      212    0.001    0.000    0.272    0.001 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\axis.py:1938(_get_tick)
      204    0.002    0.000    0.046    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\artist.py:731(set_clip_path)
      204    0.001    0.000    0.005    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:713(_set_tickleft)
      204    0.001    0.000    0.005    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\markers.py:719(_set_tickright)
      198    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\matplotlib\transforms.py:2053(get_matrix)
      192    0.001    0.000    0.005    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\shape_base.py:286(hstack)
      192    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\fromnumeric.py:1800(_nonzero_dispatcher)
      192    0.000    0.000    0.001    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\fromnumeric.py:1804(nonzero)
      192    0.000    0.000    0.000    0.000 C:\Users\cleme\AppData\Local\Programs\Python\Python38-32\lib\site-packages\numpy\core\fromnumeric.py:2017(_clip_dispatcher)
